episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1801, 106.55287086963654, 1, 2.5504168909974396, 126, 1102243,                                             1000000, 1.3382288392574069, 7.404955048409719
1802, -93.13651520013809, 2, 2.3116226209967863, 129, 1102372,                                             1000000, 0.8980713537497114, 6.24104379683502
1803, 43.5475475974381, 1, 4.31651576400327, 256, 1102628,                                             1000000, 0.9526628790190443, 6.311813896871172
1804, -27.995445575972553, 1, 8.73693125299178, 524, 1103152,                                             1000000, 0.8824689569136569, 6.274205128200181
1805, 22.862409963272512, 1, 6.3324091309914365, 389, 1103541,                                             1000000, 0.8663444597187876, 6.17894545174503
1806, -121.71547360694967, 2, 6.9232153429911705, 420, 1103961,                                             1000000, 0.9576073507467906, 5.984120393367041
1807, -42.612870135111734, 2, 2.5234851099958178, 151, 1104112,                                             1000000, 0.982745762692382, 6.246593478499659
1808, 9.556577590759844, 1, 6.522556948999409, 391, 1104503,                                             1000000, 0.8487621841528227, 5.975827898820648
1809, -78.79671287536621, 3, 0.7046877680113539, 30, 1104533,                                             1000000, 1.119249669710795, 5.351213498910268
1810, 42.80056348443031, 1, 1.5044786219950765, 71, 1104604,                                             1000000, 0.864650633553384, 6.215160118022435
1811, 31.76190555660287, 1, 5.415698184995563, 327, 1104931,                                             1000000, 0.8354741278409229, 5.868112832125538
1812, 21.404468905064277, 1, 8.124242349993438, 486, 1105417,                                             1000000, 0.9598662275591014, 5.947989526047628
1813, -56.91336693802441, 1, 7.945358203010983, 490, 1105907,                                             1000000, 0.9063736945998911, 5.851335165147879
1814, -66.97556407889351, 2, 4.115141345988377, 233, 1106140,                                             1000000, 0.9225293152322074, 5.646735549356804
1815, -57.716299414634705, 2, 1.521530616999371, 88, 1106228,                                             1000000, 0.8575529053129933, 6.092617361383005
1816, -4.760547578451224, 1, 3.317067333991872, 186, 1106414,                                             1000000, 0.8721949470940457, 6.073666946862334
1817, 6.928093760507181, 1, 5.72225989800063, 335, 1106749,                                             1000000, 0.90989408039335, 5.669016319869169
