stage,ep,reward,success,steps,total_steps,critic_loss,actor_loss
4,486,-76.85026429744903,2,216,735865,0.7670656917271791,24.125777006149292
4,487,96.93064317968674,1,361,736226,0.7910298349289353,24.33845683808472
4,488,99.30302108032629,1,432,736658,0.7923015105641551,24.410227055902833
4,489,-50.13771749846637,3,348,737006,0.8332013602571926,24.33945369720459
4,490,101.94602610915899,1,237,737243,0.8280171635030191,24.40002670770959
4,491,134.9401460350491,1,606,737849,0.7932392938597368,24.159122177476537
4,492,-60.79233476519585,2,45,737894,0.7220087587833405,23.639363479614257
4,493,98.76068423781544,1,375,738269,0.7156277780532837,24.230899088541666
4,494,78.63822096226795,1,855,739124,0.8153548613974922,24.24039844713713
4,495,18.240767157403752,1,387,739511,0.752646658925739,24.009954191301528
4,496,-136.9865509569645,2,291,739802,0.8604117606308862,24.080825235425813
4,497,96.52996377553791,1,267,740069,0.7761067503623749,24.075758787576625
4,498,-138.04396645724773,2,250,740319,0.8139749164581299,24.30786026763916
4,499,111.62875846028328,1,220,740539,0.871131015365774,23.918887069008566
4,500,-337.11170196533203,2,702,741241,0.7831920105592478,24.01717066425204
4,501,-51.87739915132988,1,254,741495,0.7489413123900496,24.026544300589975
4,502,54.715475357486866,1,248,741743,0.7524036702609831,24.095834139854677
4,503,25.23964519787114,1,898,742641,0.7783151271282166,24.139581253374605
4,504,-189.95080126821995,2,287,742928,0.8419277041838975,23.88845481606726
4,505,9.895543960854411,1,30,742958,0.8487390567859013,24.275197792053223
4,506,-64.68651396036148,2,168,743126,0.7788171156176499,23.94412531171526
4,507,136.194255143404,1,467,743593,0.7661639223517391,23.987489018246244
4,508,89.11291018663906,1,415,744008,0.8347103917455099,23.990905692778437
4,509,-59.57310828566551,2,67,744075,0.6811903781855284,24.09993575935933
4,510,-61.21323095145635,1,273,744348,0.7758493377612188,23.96428718147697
4,511,-169.83065905264812,2,598,744946,0.7892611863521429,24.090489575695432
4,512,64.31602089654189,1,258,745204,0.8464052755703297,24.014475053595017
4,513,-66.42014744877815,2,52,745256,0.8622755574492308,23.92822658098661
4,514,73.25780468247831,1,234,745490,0.7215885950459374,23.97917449983776
4,515,36.60017605382018,1,362,745852,0.7780258809499319,23.92964366786388
4,516,188.18489614850841,1,704,746556,0.8146507823416456,23.83008961514993
4,517,-47.837200209498405,2,99,746655,0.8665080338415473,23.764387150003454
4,518,64.86962889239658,1,191,746846,0.7643989890969861,24.040167424067153
4,519,-96.03348152991384,2,268,747114,0.7631214386714038,23.801796457660732
4,520,70.88353940844536,1,122,747236,0.7380136947651379,23.658822200337394
4,521,40.05255892628338,1,535,747771,0.8003516177707743,23.851544314232942
4,522,-37.395073145627975,2,34,747805,0.8081623675192103,24.081010594087488
4,523,-27.09257310954854,1,181,747986,0.7938392544319617,23.983468640575094
4,524,127.96917191278771,1,458,748444,0.8074109500282196,23.842219356886684
4,525,130.74760621227324,1,564,749008,0.7696309084376545,23.769042407367245
4,526,168.5252650268376,1,732,749740,0.7865336405856361,23.852560830246556
4,527,361.61457059998065,1,987,750727,0.7914219188533173,23.656701954664793
4,528,73.24791947798803,1,247,750974,0.7311785066658668,23.543612870127564
4,529,-91.84679275751114,2,136,751110,0.7741486493717221,23.532859493704404
4,530,53.80661168694496,1,102,751212,0.915033755349178,23.898967780318916
4,531,66.00330474320799,1,389,751601,0.824697194951359,23.720133999625943
4,532,-66.99847326241434,2,196,751797,0.787597300142658,23.47318525703586
4,533,94.05493944557384,1,282,752079,0.6985016668096502,23.41867433372119
4,534,47.76110199961113,1,594,752673,0.7882769932650556,23.53786317266599
4,535,-60.19788544669427,2,397,753070,0.819385235720978,23.58119296306927
4,536,-112.99231050908566,2,287,753357,0.865582453560746,23.424259351936367
4,537,-28.314101711439434,2,144,753501,0.8253817684534523,23.538766225179035
4,538,76.14683189132484,1,305,753806,0.7285476983570661,23.725037083860304
4,539,-55.273332595825195,2,86,753892,0.7556798218987709,23.903288286785745
4,540,-17.477729282865766,2,244,754136,0.7453010151865053,23.51926784828061
4,541,-39.77435470407363,1,441,754577,0.8145973028914999,23.666688209758593
4,542,-15.729316283250228,2,214,754791,0.8203699949467294,23.334029536380946
4,543,8.914529871894047,1,128,754919,0.764235976850614,23.76343573629856
4,544,17.108932200586423,1,653,755572,0.7848636586943593,23.522231839517357
4,545,-45.162579238414764,2,33,755605,0.7519822346441674,22.98424767002915
4,546,186.24765035510063,1,368,755973,0.7994082891584738,23.415142463601153
4,547,-76.66174742946168,2,391,756364,0.7925627339069191,23.537579621805254
4,548,46.83403432369232,1,92,756456,0.6609691115825073,23.303354284037713
4,549,61.59078202024102,1,291,756747,0.836627787638366,23.465088709932832
4,550,-255.25034755468369,2,200,756947,0.8074531672894955,23.681627225875854
4,551,128.53308087587357,1,264,757211,0.7972808220621311,23.48460917039351
4,552,-59.237712904810905,2,126,757337,0.8144340964536818,23.431006234789653
4,553,97.59625614300603,1,315,757652,0.7888168376589578,23.511262578812858
4,554,60.175268453749595,1,456,758108,0.7897464147393118,23.388856917096856
4,555,48.11010311264545,1,491,758599,0.8282049243051991,23.568818851789487
4,556,-67.55065546929836,2,99,758698,0.7830454126150921,23.132479349772137
4,557,84.75007472652942,1,260,758958,0.7674058205806292,23.41573937489436
4,558,34.668704187031835,1,389,759347,0.7566787202897599,23.359785771308644
4,559,-40.817142835003324,2,505,759852,0.8767398720330531,23.241280957967927
4,560,53.9859301536344,1,223,760075,0.7858075331144804,23.427357523965195
4,561,-70.57534675300121,2,138,760213,0.7658154787360758,23.37392986684606
4,562,133.74717768689152,1,393,760606,0.7783254860466673,23.375007415849137
4,563,190.9712487515062,1,775,761381,0.8027410606030495,23.245276504024382
4,564,-68.2077553011477,3,105,761486,0.7618271745386578,23.294915844145276
4,565,146.1544735915959,1,374,761860,0.8322461354222527,23.042948513744985
4,566,-74.8997054696083,2,144,762004,0.800817221403122,23.285539362165665
4,567,147.09094002842903,1,375,762379,0.783948438167572,23.048932774861655
4,568,60.856077745207585,2,477,762856,0.8211388091871074,23.38944477505154
4,569,71.68560829758644,1,124,762980,0.8212872455196996,23.027909924907068
4,570,-44.085917219519615,2,80,763060,0.787909272685647,23.150132989883424
4,571,-68.36885933578014,2,144,763204,0.7942099266995987,22.838329566849602
4,572,-362.6436056047678,2,789,763993,0.7872411956956329,23.116397379015787
4,573,136.52707014232874,1,329,764322,0.7564896651314384,23.00475228956043
