episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
301, 305.3471805155277, 2, 8.263403550998191, 510, 614417,                                             614417, 0.851232780954417, 25.736899394615023
302, -181.83819288015366, 2, 7.5186414510098984, 456, 614873,                                             614873, 0.8216349721739167, 25.53073212556672
303, 43.064346581697464, 1, 1.7085506340081338, 90, 614963,                                             614963, 0.7459709246953329, 25.825916141933867
304, -468.19692455232143, 2, 13.148394439995172, 808, 615771,                                             615771, 0.7825453568360593, 25.362224378208122
305, -416.0873996168375, 2, 13.341620845996658, 805, 616576,                                             616576, 0.7841956737248794, 25.467570777561352
306, -116.98287216234894, 2, 10.333732611994492, 614, 617190,                                             617190, 0.7773736020252837, 25.608024898491777
307, -3.421190350782126, 2, 5.530900735000614, 336, 617526,                                             617526, 0.8622841385326215, 25.355280109814235
308, -122.03481757640839, 2, 5.516873989006854, 317, 617843,                                             617843, 0.7697758322070449, 25.399615555531597
309, -1091.9971130639315, 2, 41.03899717600143, 2542, 620385,                                             620385, 0.8113543783863354, 25.61311193716798
310, -766.1116440594196, 2, 14.94758038999862, 919, 621304,                                             621304, 0.8071226170843911, 25.719522523931893
311, -215.65911115705967, 2, 7.8234440889937105, 474, 621778,                                             621778, 0.7748440880689943, 25.668314788914934
312, -962.5713896900415, 2, 23.166580470002373, 1435, 623213,                                             623213, 0.8203835171689555, 25.870383260640534
313, -201.2738178372383, 2, 3.712577225000132, 211, 623424,                                             623424, 0.7470968876969758, 25.856086776154868
314, -294.4157304307664, 2, 29.787670014004107, 1830, 625254,                                             625254, 0.8117989122216167, 26.025559438903475
315, -203.82392002645065, 2, 17.95561518300383, 1107, 626361,                                             626361, 0.8017451304676517, 26.001030967595238
316, 41.56279647407246, 1, 5.131385168002453, 313, 626674,                                             626674, 0.7283255468351773, 26.144883152775872
317, -81.07306393911131, 1, 16.551435283996398, 999, 627673,                                             627673, 0.8223112352915831, 26.078560295525016
318, -23.55085687834071, 1, 37.00190855099936, 2289, 629962,                                             629962, 0.7892692185427331, 26.034655546402504
